date_of_post,Comment,sentiment
2023-12-18,🩷🩷🩷,Positive
2023-12-18,❤❤❤❤❤❤brava,Positive
2023-12-18,چی میگه ؟؟؟,Positive
2023-12-18,L' indagine non impedisce di parlare. Come vedi rilascia interviste.,Neutral
2023-12-18,"Un ondata di odio, ma a me mia madre non mi guarderebbe manco più in faccia dopo una cosa simile. Mi preoccuperei più di questo.",Negative
2023-12-18,No signal,Positive
2023-12-18,Un abbraccio!!!! 🥰,Positive
2023-12-18,,Positive
2023-12-18,❤️,Positive
2023-12-18,Peccato che hai capito anche questo video da un altra influenzer,Negative
2023-12-18,❤️😍,Positive
2023-12-18,Mi dispiace moltissimo ❤️,Positive
2023-12-18,Ok,Neutral
2023-12-18,👏👏👏👏👏👏👏👏👏,Positive
2023-12-18,"Sei una donna in gamba, sei umana. Puoi errare quanto la vita capitare e pronto. Non resta triste neanche un secondo in più ! Auguri cara",Positive
2023-12-18,Todo el mundo comete errores. Pero no todo el mundo se disculpa y los subsana. Has dado la cara y has sido valiente,Positive
2023-12-18,"Triple price just for you to be more rich, not for the hospital, and you don’t even say that you are SORRY. Why so greediness with money? 1m to collab with a cake? 😢",Negative
2023-12-18,Amen,Positive
2023-12-18,Amen,Positive
2023-12-18,❤️,Positive
2023-12-18,Sei forte❤️,Positive
2023-12-18,Mi sembri più falsa dei tuoi  followers comprati,Negative
2023-12-18,❤️❤️❤️,Positive
2023-12-18,❤️❤️,Positive
2023-12-18,❤️🍀✌️🍀✌️💯,Positive
2024-03-04,Top💓💓💓,Positive
2024-03-04,❤️,Positive
2024-03-04,❤❤❤,Positive
2024-03-04,❤,Positive
2024-03-04,Brava.... Bravi...,Neutral
2024-03-04,❤❤,Positive
2024-03-04,"Ok noi abbiamo frainteso,ma cerca di ricompattare la tua famiglia,",Positive
2024-03-04,"Ho paura che anche il divorzio ,non finto,sia arrivato al momento giusto x lei...Fede mi dispiace ma tra qualche tempo starai meglio,ma si può vivere H24 sempre in presenza di mamma e sorelle",Positive
2024-03-04,Intervista elementare.,Positive
2024-03-04,❤️❤️❤️,Positive
2024-03-04,Coraggiosa? Non hai di certo fatto una bella figura con i tuoi silenzi imbarazzati. Potevate anche evitarvela. Non sei più chi credevamo che fossi.,Negative
2024-03-04,Sempre al tuo fianco chiara ❤️❤️❤️❤️. Non sarai mai sola,Positive
2024-03-04,"Anche io,  la penso così educati modi gentili",Positive
2024-03-04,👏,Positive
2024-03-04,"Grande Chiara. Avanti fiera e non ti curare di loro. Sei una donna,e cercano sempre di affossare una donna di successo.",Positive
2024-03-04,Check story💋💋,Positive
2024-03-04,🤣,Positive
2024-03-04,La comicità ti si addice,Positive
2024-03-04,Bellissima🥰♥️,Positive
2024-03-04,Mi dispiace perché sembravi una brava persona..ora non riesci più a parlare senza i tuoi esperti suggeritori..fraintesa? Chiudiamola qui. Sei figlia dei soldi e il tuo valore sarà sempre in rapporto a quelli.,Negative
2024-03-04,"Chiara: "" passa e non ti curar di loro""",Positive
2024-03-04,❤,Positive
2024-03-04,Meravigliosa ✨,Positive
2024-03-04,Viso D'Angelo,Neutral
2024-03-04,"L'era della comunicazione, ha rotto il cazzo👋",Negative
2024-03-04,Mha,Positive
2024-03-04,Vedremo quando scatenerà la guerra vedremo che cazzo di tempo libero troverete 👏👏,Negative
2024-03-04,🙌❤,Positive
2024-03-04,🔥🔥😍😍😍😍,Positive
2024-03-04,Un Fazio... fazioso 😂,Negative
2024-03-04,New things are ready for you💜🌹,Positive
2024-03-04,"Beh io la continuo a seguire, è stata messa alla gogna, sinceramente in Italia accadono fatti più gravi, ricordatevi tutti che è una persona Donna e Mamma, è un essere umano che può sbagliare, nessuno è perfetto, saranno le sedi oppurtune a Giudicare, quanta cattiveria leggo mamma mia!!! Se non vi piace toglietele il follow, e basta con sta gogna mediatica",Neutral
2024-03-04,😍😍😍😍😍,Positive
2024-03-04,Bugiarda,Negative
2024-03-04,"Brava chiara , ti Amiamo❤️",Positive
2024-03-04,Bellissima,Positive
2024-03-04,❤,Positive
2024-03-04,😍😍😍,Positive
2024-03-04,❤️,Positive
2024-03-04,🙌❤❤,Positive
2024-03-04,😍,Positive
2024-03-04,Hello,Positive
2024-03-04,Buongiorno cara Amica sei bellissima sexy 😮😍,Positive
2024-03-04,Sei grande siete una bellissima famiglia,Positive
2024-03-04,Madona retorno,Positive
2024-03-04,"Forza Chiara, vai avanti, sei una ragazza in gamba, ti vedo sciupata occupati di te stessa. Se lui non capisce lascialo andare, è un buzurro, ha messo se stesso avanti a tutto come sempre fanno gli uomini. Se c'è ancora sentimento datevi una possibilità.",Positive
2024-03-04,😍😍,Positive
2024-03-04,"Ma chi sei, cit chiara",Positive
2024-03-04,Fraintenderz,Negative
2024-03-04,Beautiful eyes😍,Positive
2024-03-04,Stupenda  sempre❤️❤️❤️,Positive
2024-03-04,"Brava Chiara ❤️hai detto una cosa importantissima "" vivere il presente"" sai quante volte il ricordo è stato più dolce e piacevole del momento mai profondamente assaporato e vissuto !!! Verissimo mi sono ritrovata a fare la stessa constatazione negli ultimi anni 😞come te corro pensando sempre al futuro perdendomi il presente solo quando un evento mi costringe a fermarmi me ne rendo conto !!! Facciamo tesoro di questo !!! Nn è mai tardi per cambiare le cose !! Tu poi più di chiunque altro può farlo ...sei così giovane e talentuosa 💖ma soprattutto hai già tutto quello che ti serve per dedicarti con serenità ai rapporti umani che sono poi in fondo l'unica cosa che conta ...quello che ci porteremo dentro per tutta la vita !! Sono certa che tutto si aggiusterà ♥️esistono cose peggiori !!! E tornerai a brillare ma occupati e preoccupati  sempre di te stessa perché a questa cosa nn ci pensa nessuno (o forse se sei fortunata avrai l'affetto della famiglia da cui provieni e quella che hai creato ) Ecco già questa è una cosa per cui occorre investire molto e molta energia !!!!! Ma credimi la vale tutta !!! Sei già sulla buona strada auguro a te ciò che auguro a me stessa !!! La contezza di dare priorità alle mie priorità e di vivere intensamente ogni singolo giorno assaporando fino in fondo tutto ciò che ha da offrirmi !!! E poi inspirare sempre profondamente lascia entrare l'aria buona e butta via quella cattiva ♥️un abbraccio stella 🌟",Positive
2024-03-04,You look a bit like Madonna,Neutral
2024-03-04,Ma solo a me sembra rinata la Ferragni da quando si sta separando?,Positive
2024-03-04,😍😍😍😍😍,Positive
2024-03-04,Figonaaa🔥,Positive
2024-03-04,❤❤❤❤❤❤,Positive
2024-03-04,"Sei stupenda e sai commuoverti,spero che mi concederai udienza a Milano,mi farebbe davvero piacere conoscerti..🔥",Positive
2024-03-04,Beautiful 🌹,Positive
2024-03-04,❤️,Positive
2024-03-04,Sei così fragile....,Negative
2024-03-04,Awesome actrice😁👍,Positive
2024-03-04,Una non intervista!,Neutral
2024-03-04,❤️❤️❤️,Positive
2024-03-04,😍❤,Positive
2024-03-04,🔥🔥,Positive
2024-03-04,🔥🔥🔥,Positive
2024-03-04,🔥🔥,Neutral
2024-03-04,Ciao cara cosa fai 😍mi segui?,Positive
2024-03-04,❤,Positive
2024-03-04,😍,Positive
2024-03-04,❤️❤️❤️❤️,Positive
2024-03-04,Hai qualcosa do Madonna nello sguardo,Positive
2024-03-04,Bellissima 😍😍,Positive
2024-03-04,❤️❤️🙌,Positive
2024-03-04,Mi dispiace che non cia sia l'uovo di Chiara questa Pasqua. Lo avrei comprato volentieri. Con o senza fraintendimenti ❤️,Neutral
2024-03-04,Bellisima,Positive
2024-03-04,"Chiara, hai qualcosa da dichiarare ?""Quest'estate  sono single """,Positive
2024-03-04,Bellissima la pettinatura 😍,Positive
2024-03-04,This comment isn’t aging well 😂 I guess you don’t know everything,Negative
2024-03-04,can anybody translate to english?,Positive
2024-03-17,Senza fedez..nn è la stessa cosa..😂,Negative
2024-03-17,Quando ci fidanziamo 🔥,Positive
2024-03-17,Ormai si è rotto l' incantesimo,Negative
2024-03-17,"Brava Chiara,  sempre a testa alta! ❤🤗",Positive
2024-03-17,💛💛💛😜,Positive
2024-03-17,Chissa quanto bene le vuole Leone a quel bimbo lo vedo spesso con loro ovunque 😍,Positive
2024-03-17,Bellii❤️,Positive
2024-03-17,Mai a fare....,Positive
2024-03-17,"Bellissimi  Che Bello Vedervi Felici ..... Nella Natura Cogliete Tutte le sensazioni , i  profumi ,  i Suoni ,  la natura è Fantastica  dopo Salite Sopra a Cespedosio  e guardate giù il Ferdy. Fantastico.  Vi Voglio Bene ......aaaaaaa Papà.",Positive
2024-03-17,Il coniglietto!!! Le treccine!!! 😍 tutto bello! ❤,Positive
2024-03-17,❤,Positive
2024-03-17,"La vita continua …. nel bello e nel brutto ! Com’è giusto che sia. Ciò che accade serve a far riflettere e sopratutto a non commetterpiù gli errori fatti ! Le esperienze negative , gli errori servono a far diventare persone migliori!",Positive
2024-03-17,Finalmente hai di nuovo questa splendida luce negli occhi 😍,Positive
2024-03-17,"Non deve essere facile riuscire a dare serenità ai bambini e a te stessa in questo momento. Quindi, brava ❤️",Positive
2024-03-17,Ciao Chiara col profilo fake,Negative
2024-03-17,Che commento del piffero ....,Neutral
2024-03-17,Ti ho solo salutata!! Mo capisco tante cose 🤦‍♀️,Neutral
2024-03-17,"Mamma mia.... Sicuramente più di te,visto il casino che hai fatto. A no,vero, è stato un errore di comunicazione!!! Mi sa che non fa x te saper comunicare...",Negative
2024-03-17,❤️❤️❤️❤️❤️❤️,Positive
2024-03-17,Alla faccia di tutti quelli che pensavano non avesse messo foto del viso dei bambini al compleanno di Leone per chissà  quale motivo 😂.,Positive
2024-03-17,🔥,Positive
2024-03-17,🔥,Positive
2024-03-17,❤️,Positive
2024-03-17,❤️❤️❤️❤️❤️❤️,Positive
2024-03-17,Cari 😍,Positive
2024-03-17,Siete bellissimi e amorevoli ❤️❤️❤️👏👏👏,Positive
2024-03-17,"Un passo dopo l'altro, un piccolo traguardo quotidiano dopo l'altro...ce la farai, ce la farete!❤️",Positive
2024-03-17,Nella vita si può sbagliare. Sicuramente è capitato a chiunque di fare scelte sbagliate. Tutti perfetti? Uhm,Positive
2024-03-17,Quando ferdy era un agriturismo x comuni mortali,Neutral
2024-03-17,😍❤,Positive
2024-03-17,Ciao Chiara 😍😍😍😍😍,Positive
2024-03-17,❤️❤️👏,Positive
2024-03-17,🩵🎀🩵🎀🩵🎀🩵🎀,Positive
2024-03-17,"No, ma questa che fino a qualche tempo fa aveva disattivato tutti i commenti e ora non solo li ha riattivati, ma risponde anche? Come se gliene importasse qualcosa? Ammesso che sia lei ovviamente, io non ci credo tanto.. Ma sento la presa per i fondelli grande così 😂",Negative
2024-03-17,Sorridere alla vita👍siete stupendi🤩,Positive
2024-03-17,Manc te ne vai,Negative
2024-03-17,"Meriti serenità e felicità☺✨ i figli sono un toccasana per il cuore che soffre... Loro sono la CURA di tutti i mali di noi mamme😍Complimenti Chiara, step by step ne uscirete tutti più forti e migliori... Il Ferdy luogo meraviglioso",Positive
2024-03-17,why people are so mean?? maybe they are jealous???🤔,Positive
2024-03-17,Ancora,Positive
2024-03-17,❤️❤️❤️❤️❤️,Positive
2024-03-17,Chiara io credo che tu sia una persona perbene. Sii forte e continua ad essere la migliore 💪🏻,Positive
2024-03-17,Siete bellissimi 💙💖vi adoro,Positive
2024-03-17,Per me..è solo una bellissima imprenditrice..ed una mamma dolcissima 👏👏..non capisco tutta questa malignità..tutti sbagliano..,Positive
2024-03-17,❤️,Positive
2024-03-17,😍,Positive
2024-03-17,Quindi qui ok la foto del viso dei bimbi,Neutral
2024-03-17,Ma non aveva detto che nn poteva più mostrare i volti dei figli?,Negative
2024-03-17,Bellissimi/e💪✌️,Positive
2024-03-17,"Attendo i commenti tipo ""i bambini non sono più di spalle!"" ...... attendo.......",Positive
2024-03-17,Il nulla🤮,Negative
2024-03-17,La giacca di Leo non mi piace per niente ..,Negative
2024-03-17,Bella la giacca da corsa🤩,Positive
2024-03-17,Vergognati,Negative
2024-03-17,Siete bellissimi ❤️,Positive
2024-03-17,Veramente interessante 😂,Positive
2024-03-17,Brava Chiara i tuoi figli sono la tua forza ❤️,Positive
2024-03-17,"Bellissimi,❤️",Positive
2024-03-17,"Da noi si dice… si chiude una porta e si APRE un portone. Vedrai, ti basteranno solo loro ❤🙌🔥",Positive
2024-03-17,😍😍love u,Positive
2024-03-17,Complimenti Bellissima❤️😮❤️ E BELLE,Positive
2024-03-17,"Perché la forza la si trova anche quando credi di non averne più,il potere dei figli....❤️",Positive
2024-03-17,"Eh no ciò,le foto dei figli bisogna farle di schiena,dovevi girare il culo del cavallo. 😅",Negative
2024-03-17,Si vedono dinuovo i volti?,Neutral
2024-03-17,Yeayyy,Positive
2024-03-17,Che brutto vedervi in 3....😢,Negative
2024-03-17,Finalmente le facce ❤❤❤,Positive
2024-03-17,Ma scherziamo??? Fai subito girare i tuoi figli a comando!!!,Negative
2024-03-17,Ma quindi tutte cazzate che in separazione non si possono postare foto dei figli🤔🤔,Negative
2024-03-17,😍😍😍😍😍,Positive
2024-03-23,"Prima li pagavano per far vedere i figli, adesso. Non più forse per questo non li fanno vedere",Negative
2024-03-23,❤️❤️❤️,Positive
2024-03-23,Auguri di buon vittoria,Positive
2024-03-23,Auguri 🎂,Positive
2024-03-23,Auguri Vittoria ❤️,Positive
2024-03-23,❤️❤️❤️❤️buon compleanno piccola🎂🥳🥳🥳🥳😘,Positive
2024-03-23,Ggg,Positive
2024-03-23,😍😍😍❤️❤️😘😗😗😗😚,Positive
2024-03-23,🎉🎉🎉,Positive
2024-03-23,👏 Tantissimi Auguroni a Mamma e Figlia ❤️,Positive
2024-03-23,Tanti cari auguri Vittoria 🥰,Positive
2024-03-23,Auguri piccolina buon compleanno ❤️,Positive
2024-03-23,Auguri tesoro ❤️❤️,Positive
2024-03-23,❤️❤️❤️Auguri,Positive
2024-03-23,Augurissimi bimba bellissima,Neutral
2024-03-23,Auguri,Positive
2024-03-23,Auguri dì cuore e tutto quello che vorreste per voi . Serenità e felicità,Positive
2024-03-23,Tanti auguri piccola Vittoria 🥳❤️🥰,Positive
2024-03-23,Tantissimi auguri amore ❤️,Positive
2024-03-23,Bellissime❤️,Positive
2024-03-23,Auguri alla piccola🥳🥳🥳🥳❤️,Positive
2024-03-23,Tantissimi Auguri ❤️,Positive
2024-03-23,"Tira per vincere 300€
s0ekth SHEIN",Positive
2024-03-23,Auguri Vittoria 😘,Positive
2024-03-23,😂😂😂,Positive
2024-03-23,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,Negative
2024-03-23,Happy birthday ~😍🥳🎂,Positive
2024-03-23,Chiara ci spieghi questo cambio rotta?? Foto dei piccoli solo di spalle?? Siamo abituati a vederli sorridere con voi… non capiamo questo invece tuo nuovo modo di fare,Negative
2024-03-23,Auguri  Vittoria ❤️❤️❤️,Positive
2024-03-23,❤️❤️❤️❤️❤️❤️❤️,Positive
2024-03-23,Bellissime tanti auguri a la bellissima Vitoria,Positive
2024-03-23,"Fedez ha detto che non vuole che fa vedere i figli, informati prima di parlare. In caso di divorzio in corso  può succedere. Ma se lei vuole mostrare i figli di spalle che cazzo ti importa",Neutral
2024-03-23,Auguri❤️,Positive
2024-03-23,PRECIOUS❤️,Positive
2024-03-23,beliii,Positive
2024-03-23,"No Chiara vorrebbe far vedere ai figli è Fedez che impone il contrario, evidentemente non ti sei informata bene evidentemente non ti sei informata evidentemente non ti sei informata bene.  Io non prendo a cuore la loro vicenda, ho detto che però  deve imparare a farsi i cavoli propri, perché se fossi tu al loro posto non pensa di farebbe piacere ricevere commenti sulla tua vita privata.",Negative
2024-03-23,Ma basta! Auguri a Vittoria povera ed inconsapevole figura di questa pantomima,Negative
2024-03-23,Auguriiiii,Positive
2024-03-23,A chi la lancia la torta 🍰?,Positive
2024-03-23,"Come se lei non avesse mai detto cazzo su signora mia, mica ho insultato la sua persona, ho solo detto di farsi gli affari suoi",Neutral
2024-03-23,Ich mag dich und deine Familie so sehr auch ihren Mann. Social Media und das hardcore Arbeiten hat alles kaputt gemacht. Du hattest alles und du konntest nicht aufhören. Alles Liebe für dich ❤,Positive
2024-03-23,So sweet your kid,Positive
2024-03-23,Augurissimi principessa🩷🩷🩷🩷,Positive
2024-03-23,Auguri a questa bimba meravigliosa ❤️,Positive
2024-03-23,Auguri ❤️❤️,Positive
2024-03-23,Auguri vittoria,Positive
2024-03-23,Tanti auguroni,Positive
2024-03-23,❤️,Positive
2024-03-23,Auguri ❤️,Positive
2024-03-23,Auguroni Vittoria 🎂🎉🥳,Positive
2024-03-23,AUGURI ❤️,Positive
2024-03-23,Tantissimi auguroni 😍,Positive
2024-03-23,❤️Auguriiiiii piccolina🎂🥳🎉🎊🎈,Positive
2024-03-23,❤❤❤❤❤,Positive
2024-03-23,Augurissimi ❤️🍀,Positive
2024-03-23,A chi si pone la domanda perché non fa più vedere i figli sappia che la sua non è una scelta ma un imposizione da parte della legge perché quel bastardo figlio di puttana di Fedez l ha diffidata dal farlo. Quindi non prendetevela con lei ma con quel coglione bastardo narcisista del suo ex. Per chi avesse X consiglio di andare a vedere il profilo della criminologa Roberta Bruzzone e di cercare il video in cui parla di Fedez. E vi posso garantire che le ha azzeccate tutte soprattutto quando dice che è un narcisista patologico che ha sposato Chiara solo per immagine pubblica e per soldi.,Negative
2024-03-23,https://twitter.com/RobertaBruzzone/status/1760714141906395151?t=vi6q3wmeDYoqJpS16Xn97A&s=19,Positive
2024-03-23,❤️❤️,Positive
2024-03-23,Auguri 🎂❤️😘🤗🥳alla piccola e bellissima  vittoria,Positive
2024-03-23,Auguri,Positive
2024-03-23,❤️,Positive
2024-03-23,"Non capisco, perché continuate a mettere i contenuti data la situazione.  Non sarebbe meglio staccare per un pò?  Non sono ne una fan, ne una hater, ma mi dispiace vedere una mamma di due bambini innocenti ad affondare e dover leggere tante cose brutte sulla sua persona di persone insignificanti. Una pausa dagli social e pulizia dei followers dovreste fare, non a creare continui contenuti dove può commentare chiunque. La Chiara non ha finito, ma deve ripartire in modo migliore, non cercando di tenere a gala la barca bucata.",Negative
2024-03-23,Happy birthday❤❤,Positive
2024-03-23,❤,Positive
2024-03-23,Amore vitto quanto cresci e diventi bella come la mamma ♥️,Positive
2024-03-23,Auguri piccina bella 💕🤩,Positive
2024-03-23,Io vorrei vedere quanti genitori modello ci sono qui che hanno da insegnare agli altri....mah,Neutral
2024-03-23,❤️ auguri piccola,Positive
2024-03-23,Aguri ❤️❤️❤️,Positive
2024-03-23,Auguri vitto🎊🎊🎊🎂🐣,Positive
2024-03-23,❤️❤️❤️❤️❤️❤️👏,Positive
2024-03-23,Auguri Principessa 💖💖🎀🎀,Positive
2024-03-23,Commossa io 😭😭👏,Positive
2024-03-23,Tantissimi auguri di compleanno,Positive
2024-03-23,Happy birthday to you,Positive
2024-03-23,Auguri reginetta bella,Positive
2024-03-23,Chiara mostra il volto dei tuoi figli. Ce basta😡,Negative
2024-03-23,Stai esagerando!!!!!,Negative
2024-03-23,Auguri alla piccola ✌,Positive
2024-03-23,are getting a divorce,Positive
2024-03-23,😍😍😍😍😍😍,Positive
2024-03-23,Auguri 🎂❤️,Positive
2024-03-23,"Quanto mi dispiace vedere tutto questo odio verso te, i bambini e Fedez. La cattiveria o invidia non ha mai fine 💔",Negative
2024-03-23,Dov'è Paloma!!!,Positive
